name|gubun|price|score|count|menu1|menu2|menu3|menu4|address|phone|openingHour|detailInfo
두부공작소 신사직영점|두부요리|12500.0|3.5|16|즉석두부 한접시|수제수육두부보쌈|순두부제육볶음정식|뜨거운 콩국수| 서울 강남구 강남대로160길 21 (지번) 신사동 521-2 |02-587-3646|10:00 - 24:00|단체석, 예약, 남/녀 화장실 구분
두사라|일식당|82250.0|4.4|4|우니카니|사시미(2인기준)|두사라 코스 (1인)|오마카세 코스(1인)| 서울 강남구 강남대로154길 13 1층 (지번) 신사동 511-17 |02-511-1007|15:00 - 23:00|국민지원금
듀자미|카페|25350.0|3.0|236|카라멜 소금케이크(조각)|카라멜 소금케이크(홀)|보드라운 딸기 생크림케이크(조각)|보드라운 딸기 생크림케이크(15cm 홀)|서울 강남구 도산대로11길 28|02-3443-0030|12:00 - 21:30|단체석, 주차, 포장, 예약, 무선 인터넷, 국민지원금
딩딤1968|딤섬,중식만두|7625.0|3.3|102|하가우|시우마이|초이가우|샤오롱바오|서울 강남구 강남대로160길 27|02-517-1968|11:00 - 22:00|포장, 무선 인터넷, 지역화폐(모바일형), 제로페이, 국민지원금
딸부자네불백 가로수길점|한식|10500.0|3.6|23|소불백정식|딸불백정식|낙지볶음정식|김치찌개| 서울 강남구 압구정로10길 37 (지번) 신사동 534-10 |02-3445-3295|09:00 - 24:00|국민지원금
딸부자네불백 신사본점|육류,고기요리|12250.0|3.6|46|딸불백정식|소불백정식|낙지볶음|김치찌개| 서울 강남구 강남대로158길 21 홍인빌딩 1층 (지번) 신사동 508-6 |02-3444-3295|00:00 - 24:00|국민지원금
라공방 가로수길본점|중식당|6867.0|2.5|218|마라탕 100g|마라샹궈 100g|꿔바로우|꼬치 (1개)| 서울 강남구 도산대로11길 29 SM빌딩 1층 (지번) 신사동 517-27 |02-516-0825|00:00 - 24:00|발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
라그릴리아 청담점|이탈리아음식|20900.0|3.1|37|새우 날치알 크림 스파게티|비프온더스톤 채끝등심|꽈뜨로 포르마지 피자|플레이 맥앤치즈| 서울 강남구 도산대로 327 SGF 청담타워 2층 (지번) 신사동 652-16 |02-542-9192|11:00 - 23:00|매장 내 식사, 테이크아웃
라무진 신사가로수점|양갈비|26250.0|4.6|46|징기스칸 프렌치랙|징기스칸 숄더랙|징기스칸 양고기|오뎅탕| 서울 강남구 논현로175길 59-4 1층 (지번) 신사동 550-12 |02-512-4890|17:00 - 23:00|국민지원금
랜디스도넛 가로수길점|도넛|2880.0|3.7|197|Classic|Deluxe|Fancy|Premium|서울 강남구 도산대로15길 16|0507-1410-3255|11:00 - 21:00|매장식사가능
램브라튼|육류,고기요리|26925.0|3.8|113|프렌치 랙|양고기 퀘사디아|양등심|양갈비| 서울 강남구 압구정로10길 30-10 1층 (지번) 신사동 524-28 |0507-1407-4191|17:30 - 22:30|단체석, 발렛파킹, 예약, 무선 인터넷, 지역화폐(모바일형), 제로페이
레더라 압구정점|초콜릿전문점|5625.0|4.0|24|스위스클래식|스위스클래식 아이스|아메리카노|아메리카노 아이스| 서울 강남구 논현로 865 1층 (지번) 신사동 581-3 |02-544-3245|10:00 - 22:00|매장 내 식사
레드클라우드|맥주,호프|8750.0|4.2|8|스텔라 아르투아 330cc|기네스 440cc|파울라너 300cc|후렌치후라이| 서울 강남구 압구정로10길 30-11 (지번) 신사동 524-25 |02-516-3385|16:00 - 02:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
레이브릭스|카페|6125.0|3.3|36|아메리카노|플랫화이트|크림 커피|말차라떼| 서울 강남구 논현로153길 46 1층 (지번) 신사동 555-13 |02-545-5513|11:00 - 23:00|국민지원금
로로|양식|25500.0|3.4|456|기버터 스테이크|유자 홀토마토 샐러드|오징어 먹물 크림 리조또|수제 라자냐|서울 강남구 언주로164길 35 로로|0507-1398-0022|11:30 - 23:00|발렛파킹, 배달, 무선 인터넷, 남/녀 화장실 구분
로바다야끼최군|이자카야|10000.0|1.6|37|로바다야끼|활가리비 구이|청어 소금구이|아보카도 치즈구이| 서울 강남구 선릉로155길 29 신우빌딩 1층 102호 (지번) 신사동 656 |02-542-0889|18:00 - 02:00|예약, 국민지원금
로바타탄요 압구정|일식당|18250.0|3.9|86|해산물|야채구이|닭구이|식사| 서울 강남구 압구정로28길 49 (지번) 신사동 584-1 |0507-1431-9667|17:00 - 24:00|주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
로지|이자카야|35500.0|3.4|36|모둠사시미 (소)|핸뺀튀김|차돌 세이로무시|오므라이스| 서울 강남구 도산대로49길 10-3 1층 (지번) 신사동 653-12 |02-542-9936|17:30 - 04:00|주차, 예약, 국민지원금
로프트|와인|90125.0|3.4|161|와인 (Bottle)|Glass Wine|까르보나라|쉬림프 크림 파스타| 서울 강남구 강남대로152길 62 2층 (지번) 신사동 539-1 |0507-1401-6639|17:00 - 02:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
롤링파스타 가로수길점|이탈리아음식|8100.0|4.1|98|매운 크림 파스타|트러플 크림 파스타|바질 페스토 크림 파스타|까르보나라| 서울 강남구 가로수길 16 2층 (지번) 신사동 541-9 |0507-1366-5688|11:30 - 21:00|포장, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
롱타임노씨 신사점|맥주,호프|16500.0|4.0|124|롱타임노씨(토마토 시금치 피자)|당산에서 목동까지(콤비네이션 피자)|핫한 만남(핫치킨청양고추 피자)|너 마늘 사랑해(갈릭 시금치 피자)| 서울 강남구 강남대로152길 15 2층 (지번) 신사동 512-17 |0507-1329-6463|17:00 - 02:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분
롸카두들 내쉬빌 핫치킨 압구정|햄버거|8700.0|4.5|237|클래식|none|none|none|서울 강남구 언주로164길 35-3 1층|02-3447-3456|11:30 - 21:00|포장, 배달, 무선 인터넷
갓포우오|이자카야|35000.0|4.0|176|제철 사시미 모리아와세|차돌박이 탄탄나베|쿠로고마 가라아게|모찌리도후| 서울 강남구 가로수길 55-4 지하1층 (지번) 신사동 533-14 |010-7927-1487|17:30 - 01:30|단체석, 주차, 발렛파킹, 예약, 남/녀 화장실 구분
루307|이자카야|24875.0|4.7|43|꼬치구이 7종|창코나베|바지락술찜|야끼소바| 서울 강남구 압구정로10길 30-7 1층 (지번) 신사동 524-21 |02-6205-3007|17:30 - 24:00|단체석, 포장, 배달, 예약, 무선 인터넷
루비떡볶이|떡볶이|5875.0|3.2|175|새우깡떡볶이|루비떡볶이|모듬튀김A|소세지김밥| 서울 강남구 선릉로153길 21 (지번) 신사동 653-2 |02-516-7147|11:40 - 21:30|주차, 포장, 배달, 제로페이, 국민지원금
루위|중식당|79500.0|3.3|248|북경오리|북경오리 코스|평일런치suggest|평일런치 Friendship| 서울 강남구 도산대로 211 (지번) 신사동 587-14 |0507-1436-0018|11:30 - 22:00|생방송투데이 2656회, 20.09.10.2020년 9월 10일 바게트멘보샤/철
룽청|중식당|42250.0|4.1|87|칠리새우(소)|어향동고(소)|전복냉채(중)|세가지냉채(소)| 서울 강남구 논현로152길 23 알파빌딩 1층 (지번) 신사동 589-9 |02-512-0332|11:00 - 21:30|단체석, 주차, 발렛파킹, 포장, 예약, 남/녀 화장실 구분, 국민지원금
르브런쉭 신사점|브런치|18900.0|3.6|41|에그 베네딕트|아보카도에그슬럿|프렌치 토스트|만조리가토니|서울 강남구 강남대로162길 41-22 오로라빌|0507-1399-1985|10:30 - 20:00|주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 제로페이, 국민지원금
르 사이트|카페|3750.0|3.5|66|아메리카노|카페라떼|바닐라 까눌레|버터리 레몬 마들렌|서울 강남구 도산대로11길 22|0507-1320-0343|09:30 - 22:00|단체석, 포장, 무선 인터넷, 남/녀 화장실 구분, 장애인 편의시설
르알래스카 가로수길 본점|베이커리|7000.0|3.8|100|알래스카 아이스 아메리카노|알래스카 자몽 주스|고메이 샌드위치|바게트|서울 강남구 압구정로14길 15|02-546-5872|09:00 - 21:30|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 제로페이
르포트13|양식|27750.0|3.5|82|프랑스식해물찜|버섯크림리조또|스파이시봉골레|빠에야| 서울 강남구 압구정로4길 13-13 1층 101,102호 (지번) 신사동 525-13 |0507-1376-1533|11:30 - 24:00|발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 제로페이, 국민지원금
리김밥 압구정본점|김밥|4500.0|3.2|25|야채김밥|매콤견과류김밥|참치김밥|참치에담치즈김밥| 서울 강남구 압구정로30길 12 서원빌딩 1층 (지번) 신사동 610 |02-548-5552|08:00 - 20:30|주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
리커테이션|와인|29500.0|4.3|171|와인|와인콜키지 1병|배달 & 외부음식|| 서울 강남구 압구정로10길 13 지하1층 (지번) 신사동 532-4 |0507-1311-5337|18:00 - 24:00|단체석, 주차, 배달, 예약, 무선 인터넷, 제로페이, 국민지원금
리틀넥 청담|이탈리아음식|13000.0|3.9|911|아메리칸 오믈렛|살몬 포케|고구마 프라이즈|라자냐|서울 강남구 도산대로51길 17|0507-1400-1476|11:00 - 21:00|단체석, 발렛파킹, 포장, 배달, 무선 인터넷
리틀사이공 압구정본점|베트남음식|12000.0|3.8|59|짜죠|퍼 보2 미디엄|분짜|퍼 싸오| 서울 강남구 언주로174길 26 (지번) 신사동 640-1 |02-547-9050|11:30 - 22:00|주차, 발렛파킹, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
리틀인디아|인도음식|8500.0|4.6|35|베지 파코라(Veg. Pakaura)|Nan/난|탄두리 치킨 반 마리|씨프드-커리 (Seafood curr| 서울 강남구 압구정로10길 43 3층 (지번) 신사동 534-17 |02-511-1997|11:00 - 23:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷
마구로젠 신사점|생선회|59500.0|4.3|61|골드코스|점심참치회특정식|스페셜코스|로얄코스| 서울 강남구 논현로151길 20 태화빌딩 1층 (지번) 신사동 562-14 |0507-1401-8093|11:40 - 21:50|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금
마르르 본점|중식당|14500.0|3.3|64|마라탕|꿔바로우|마라탕 백탕|라즈지|서울 강남구 도산대로53길 29 1층|02-6083-3456|11:30 - 22:00|발렛파킹, 포장, 배달, 반려동물 동반, 제로페이
마리모|이자카야|23750.0|3.5|5|교자탕|오뎅탕|알탕|회덮밥| 서울 강남구 도산대로49길 10-1 (지번) 신사동 653-14 |02-545-5885|18:00 - 04:00|주차, 예약
마망갸또 신사점|케이크전문|9000.0|3.0|30|카라멜 눈꽃 빙수|카라멜 롤|말차 카라멜 롤|카라멜 토르테|서울 강남구 압구정로10길 30-12|070-4353-5860|12:00 - 21:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이
마법갈비요술꼬치|육류,고기요리|8250.0|3.4|51|닭완자 꼬치|대파&닭|none|none| 서울 강남구 선릉로157길 26 1,2층 (지번) 신사동 663-28 |02-543-9289|18:00 - 02:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
마봉양꼬치 압구정점|양꼬치|19250.0|4.0|14|고급숙성 양갈비|마봉양꼬치|등심꼬치|꿔바로우(찹쌀탕수육)| 서울 강남구 압구정로28길 22-10 (지번) 신사동 577-9 |0507-1376-5250|15:00 - 23:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 남/녀 화장실 구분, 제로페이, 국민지원금
마사 타코|멕시코,남미음식|11625.0|3.9|85|더 웍스 브렉퍼스트 부리또|마사탓스|팅가데포요(치킨) 타코x 2|토마티오 포크(돼지고기) 타코 x2|서울 강남구 압구정로10길 30-8|02-545-6915|12:00 - 22:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
마산옥|아귀찜,해물찜|52500.0|2.9|18|아구찜|아구수육|모듬찜|아구탕| 서울 강남구 강남대로152길 9 1층 (지번) 신사동 512-20 |02-544-7207|11:30 - 22:30|단체석, 포장, 예약, 국민지원금
마이쏭|브런치|18000.0|2.6|53|MySsong Brunch Plate|Ssong Burger|Classic Eggs Benedict|Bacon Cheese burger|서울 강남구 도산대로45길 16-4|02-518-0105|10:00 - 22:00|단체석, 발렛파킹, 포장, 무선 인터넷
마일스톤 커피|카페|5125.0|4.3|332|플랫화이트|수제마스카포네티라미수|에스프레소|아메리카노|서울 강남구 논현로159길 49|0507-1425-1195|10:00 - 21:00|포장, 배달, 무선 인터넷
마제스티 타바론 티 라운지|양식|12000.0|4.2|117|Tea|none|none|none|서울 강남구 도산대로 327 16층|02-510-5800|11:30 - 22:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
마치래빗 샐러드 신사동가로수길본점|다이어트,샐러드|0.0|3.3|12|마치래빗|스도|콥|해피비건|서울 강남구 논현로153길 45|0507-1411-4514|11:00 - 21:00|단체석, 주차, 포장, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
마치마치 가로수길점|카페,디저트|4325.0|2.9|28|일월담 홍차|포케 자스민 녹차|우롱 철관음차|크림치즈 블랙티| 서울 강남구 도산대로11길 25 1층 (지번) 신사동 517-29 |02-545-0503|12:00 - 22:00|매장 내 식사
마크레인커피|카페|5375.0|3.4|66|아메리카노|카페라떼|콜드브루 아메리카노|초콜렛 라떼| 서울 강남구 선릉로157길 23-5 (지번) 신사동 657-24 |0507-1400-5202|10:00 - 21:00|단체석, 포장, 남/녀 화장실 구분, 국민지원금, 노트북/태블릿PC 사용 불가 주차 불가
막이오름 가로수길점|요리주점|26550.0|3.7|106|[인기]우삼겹떡볶이+눈꽃베이컨감자전(20cm)+치즈볼+|크림바지락술찜+페퍼로니&할라피뇨김치전(20cm)|매콤해물토마토스튜+바싹불고기파전(20cm)|[추천]마라어묵탕+카레닭똥집튀김+파인애플샤베트|서울 강남구 가로수길 10 2층|02-544-3864|16:30 - 23:00|단체석, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
도산맘마미아|카페,디저트|5900.0|3.1|1009|콜드브루 티브루|아메리카노|카페라떼|바닐라라떼|서울 강남구 압구정로42길 45|02-511-0620|10:00 - 23:00|주차, 발렛파킹, 포장, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
매덕스피자 신사점|피자|30750.0|4.2|14|맥앤치즈피자(조각)|맥앤치즈피자(한판)|마르게리타피자(조각)|마르게리타피자(한판)|서울 강남구 도산대로15길 11 1층|02-542-2420|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 배달, 무선 인터넷
맥도날드 신사역점|햄버거|5775.0|3.0|17|빅맥® 세트|맥스파이시® 상하이 버거 세트|1955 버거™ 세트|불고기 버거 세트| 서울 강남구 도산대로 123 2층 (지번) 신사동 514-15 |070-7204-4968|00:00 - 24:00|24시간
맥도날드 압구정CGV점|햄버거|5775.0|2.2|13|빅맥® 세트|맥스파이시® 상하이 버거 세트|1955 버거™ 세트|불고기 버거 세트| 서울 강남구 논현로 848 지하1층, 1층 (지번) 신사동 603-2 |070-7017-3350|08:00 - 24:00|매장 내 식사
맥주덕후 피자덕후|피자|44333.0|4.7|169|수제맥주 & 와인|텍사스 수비드 비프립 피자|캐네디언 랍스터펀치 치폴레 피자|하와이안 갈릭 쉬림프&파인애플 피자|서울 강남구 선릉로157길 23 2층 맥주덕후 피자덕후|0507-1380-4091|11:30 - 23:00|단체석, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분
메이드|스파게티,파스타전문|17125.0|3.8|137|아보카도 에그 베네딕트|한우 미트볼 스파게티|가지,모짜렐라 스파게티|치즈 리조또 튀김| 서울 강남구 논현로175길 39 1층 (지번) 신사동 572-1 |0507-1408-1074|11:00 - 22:00|단체석, 주차, 포장, 배달, 방문접수/출장, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(카드형), 지역화폐(모바일형), 제로페이
명인등심 압구정직영점|육류,고기요리|35500.0|4.3|41|한우 특등심|시골된장죽|한우 등심 주물럭|한우 육사시미 (화수목 한정)| 서울 강남구 도산대로 211 (지번) 신사동 587-15 |0507-1448-5547|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이
모던오뎅|일식당|10500.0|3.3|89|아보카도 스미소|토마토 네기소스|방방지|다시마키|서울 강남구 도산대로17길 10 1층 모던오뎅|02-543-0809|18:00 - 24:00|예약, 무선 인터넷
모로미 도산공원점|이자카야|83000.0|4.2|57|특사시미 모리아와세大|스키야키|사시미 모리아와세大|한우 호우바 미소야끼| 서울 강남구 언주로172길 30 신화빌딩 1층 (지번) 신사동 643-11 |02-547-8310|17:00 - 02:00|단체석, 발렛파킹, 예약, 무선 인터넷
모즈|일식당|37500.0|3.1|11|사시미 6종 모리아와세|우나기 카바야끼|사시미 3종 모리아와세|나스덴카쿠| 서울 강남구 언주로153길 10-5 (지번) 신사동 626-68 |02-542-5048|17:30 - 23:00|발렛파킹, 포장, 예약
모퉁이흑미김밥|김밥|3875.0|5.0|5|참치김밥|모퉁이김밥|소고기김밥|더블치즈김밥| 서울 강남구 도산대로27길 25 101호 (지번) 신사동 564-6 |0507-1442-5555|07:30 - 20:00|국민지원금
목포집|한정식|40000.0|3.4|154|닭볶음탕(소)|닭볶음탕(중)|닭볶음탕(대)|닭볶음탕(특대)|서울 강남구 강남대로152길 24|02-549-5119|11:30 - 22:00|포장, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
몽고네|이탈리아음식|105000.0|3.5|69|쉐프 스페셜 시즌 코스 메뉴|성게알 어란 파스타|디너 Classico 코스|런치 Classico 코스| 서울 강남구 선릉로155길 5 승승장구빌딩 1층 (지번) 신사동 665-11 |02-540-0680|12:00 - 22:30|발렛파킹, 예약, 무선 인터넷
몽리|와인|30250.0|3.7|39|와인|피자|파스타|맥주| 서울 강남구 가로수길 14-3 지상1층 (지번) 신사동 541-10 |02-3443-2788|17:00 - 01:00|단체석, 발렛파킹, 예약, 무선 인터넷, 반려동물 동반, 국민지원금
무교동유정낙지 압구정직영점|낙지요리|24750.0|1.6|21|낙지볶음(한접시)|낙지탕수육|낙지튀김|연포탕| 서울 강남구 논현로163길 10 베드로빌딩 1층 (지번) 신사동 570-6 |02-543-3037|11:00 - 05:00|단체석, 주차, 포장, 남/녀 화장실 구분, 국민지원금
무니 압구정본점|카페,디저트|9125.0|3.4|70|바닐라쉐이크|아이스크림 라떼|아인슈페너|무니 아메리카노| 서울 강남구 압구정로56길 16 1~4층 (지번) 신사동 664-22 |010-9340-4466|09:00 - 22:00|포장, 남/녀 화장실 구분
무아|일식당|80000.0|4.8|90|디너 코스|주류 페어링|none|none| 서울 강남구 논현로151길 33 2층 (지번) 신사동 561-21 |0507-1346-3300|17:00 - 22:00|예약, 무선 인터넷
무탄|중식당|37000.0||488|스테이크트러플짜장면|마카롱 멘보샤|고추 유린기|오향장우육|서울 강남구 논현로176길 22 1층|02-549-9339|11:00 - 22:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분
묵전|전통,민속주점|21857.0|3.8|145|시골장터모둠전|모듬 해물 파전|묵전 최고 한방 도마보쌈|돼지고기 김치찜|서울 강남구 언주로168길 22|02-548-1461|11:30 - 24:00|단체석, 발렛파킹, 포장, 예약, 남/녀 화장실 구분
뮤즈온|바(BAR)|15000.0|4.6|52|뮤즈온 사워|none|none|none|서울 강남구 도산대로15길 32 2층|0507-1441-4541|18:00 - 새벽 02:00|단체석, 주차, 예약, 무선 인터넷, 제로페이, 국민지원금
미노스|카페,디저트|5775.0|4.3|7|아메리카노|카페라떼|초코라떼|녹차라떼| 서울 강남구 가로수길 80 한림빌딩 2층 (지번) 신사동 547-1 |070-8818-4601|09:00 - 05:00|매장 내 식사
미드타운|브런치|0.0|3.5|53|LUNCH|DINNER|ALCOHOL|DRINKS|서울 강남구 도산대로11길 40|02-540-5240|11:30 - 새벽 01:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분
미라이|일식당|26250.0|3.8|74|사시미8종|마구로치즈아에|니싱이소베마끼|이베리코산쇼야끼| 서울 강남구 논현로153길 24 끌레르빌1 1층 (지번) 신사동 557-25 |0507-1410-0934|18:00 - 23:00|예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
미미갈비|한식|25500.0|3.0|77|미미모둠400g|차돌된장라면|진갈비|깍뚝갈비| 서울 강남구 강남대로158길 19 삼우빌딩 1층 (지번) 신사동 508-7 |02-515-9293|17:00 - 21:00|매장 내 식사
미미면가|일식당|15500.0|3.6|407|고등어구이 온소바|성게알 냉소바|냉/온소바|새우튀김 냉소바|서울 강남구 강남대로160길 29|0507-1413-5466|11:30 - 21:30|무선 인터넷
미방 압구정점|육류,고기요리|36000.0|2.8|5|프리미엄프렌치|양갈비|스페셜양등심|갈비살| 서울 강남구 논현로159길 9 동성빌딩 1층 (지번) 신사동 566-30 |02-540-3660|12:00 - 23:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷
미분당 신사점|베트남음식|9625.0|4.4|112|차돌양지힘줄 쌀국수|차돌박이 쌀국수|양지 쌀국수|차돌양지 쌀국수|서울 강남구 도산대로1길 18 1층|0507-1326-3607|11:00 - 21:00|포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(모바일형), 제로페이, 국민지원금
미켈러바|맥주,호프|14375.0|3.7|9|그린토스트|김치전|닭강정|미니버거와 감자튀김| 서울 강남구 도산대로17길 33 (지번) 신사동 544-22 |070-4231-4723|17:00 - 24:00|2015테이스티로드 40회, 15.11.21.2015년 11월 21일 새우장/연어
밀떡팩토리 본점|떡볶이|17000.0|4.0|80|RED 매콤달콤떡볶이|ROSE GARDEN 투움바떡볶이|BROWN 차돌떡볶이|BLACK 짜장떡볶이| 서울 강남구 도산대로11길 21 1층 (지번) 신사동 516-9 |0507-1302-3347|11:30 - 21:20|포장, 배달, 무선 인터넷
바랗|해물,생선요리|28750.0|3.6|26|바다물곰탕|명품모둠물회|게살비빔밥|성게비빔밥|서울 강남구 도산대로 309 삼공빌딩|0507-1442-8892|11:30- - 22:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
바빌리안테이블|양식|48100.0|4.4|181|립아이 스테이크|치즈 퐁듀 스테이크|이베리코 스테이크|로제 치킨 스튜|서울 강남구 압구정로46길 5-2|02-540-3305|11:00 - 23:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
배스킨라빈스 BROWN청담점|아이스크림|19725.0|4.2|263|하프갤론|쿼터|파인트|패밀리|서울 강남구 도산대로 327|0507-1443-1205|09:00 - 23:00|주차
배스킨라빈스 세로수길점|아이스크림|19725.0|5.0|27|파인트|쿼터|하프갤론|패밀리| 서울 강남구 도산대로11길 15 1층 (지번) 신사동 515-6 |02-542-8613|10:00 - 23:00|매장 내 식사
백곰막걸리|전통,민속주점|25000.0|3.4|125|동해안 오징어 듬뿍듬뿍 김치전|여수 달마새우 미나리전|태안 생물 간재미(가오리) 찜|벌교 매콤새콤 피꼬막 미나리초무침|서울 강남구 압구정로48길 39 1-2층|0507-1377-7644|17:30 - 새벽 01:30|단체석, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
뱃고동|낙지요리|15125.0|3.4|324|오징어불고기백반|낙지불고기백반|산낙지불고기|낙지불고기|서울 강남구 언주로172길 54|0507-1413-8008|11:30 - 22:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
뱅가|와인|30750.0|4.3|46|Cheese Cart|Spring Salad|Buratta Salad|Bruschetta| 서울 강남구 언주로168길 6 현담원빌딩 지하 1층 (지번) 신사동 634-1 |02-516-1761|18:00 - 01:30|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
버터풀&크리멀러스|베이커리|3950.0|4.3|193|버터풀 크로와상|바게트 앙뷔르|버터풀 크로와상 앙뷔르|클래식 마들렌| 서울 강남구 언주로172길 59 삼두빌딩 1층 (지번) 신사동 662-11 |0507-1485-2223|11:00 - 19:00|발렛파킹, 포장
벙커컴퍼니 압구정점|카페,디저트|5000.0|4.2|114|에스프레소|none|none|none|서울 강남구 언주로167길 23 단독주택 1, 2층|0507-1357-1456|10:00 - 21:00|포장, 무선 인터넷, 남/녀 화장실 구분
베이징덕|오리요리|40750.0|2.5|82|베이징덕 구이 한마리|베이징덕 구이 반마리|모밀(1인분)|메밀(2인분)| 서울 강남구 논현로 874 (지번) 신사동 610-1 |02-512-5252|11:30 - 22:30|단체석, 주차, 포장, 예약, 국민지원금
베이커리 앤 커피 by 쿤달 압구정로데오 플래그쉽스토어|베이커리|4900.0|3.6|81|아메리카노|none|none|none|서울 강남구 도산대로53길 39 1층|070-4647-0450|10:30 - 22:00|단체석, 발렛파킹, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
벽돌해피푸드 압구정점|중식당|17250.0|3.5|202|토마토 계란 덮밥|크림새우|사천식 돼지고기 튀김|마라샹궈|서울 강남구 도산대로51길 36 1층|02-514-0200|11:30 - 22:00|단체석, 발렛파킹, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
변두리비스트로|와인|21000.0|4.5|98|봉골레술찜|#NAME?|문어숙회&로메스코소스|모찌리도후|서울 강남구 도산대로1길 36|0507-1409-5969|17:00 - 24:00|주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
병철이네쪽갈비|육류,고기요리|12500.0|3.6|50|쪽갈비(350g)|생껍데기(200g)|마약주먹밥|갈비김치찌개| 서울 강남구 논현로152길 28 (지번) 신사동 588-5 |02-3445-5558|16:00 - 24:00|발렛파킹, 예약, 국민지원금
보물선 신사본점|생선회|42750.0|2.6|14|(완도산)광어|우럭|모듬한상(대)|모듬한상(특대)| 서울 강남구 강남대로152길 20 (지번) 신사동 514-1 |02-511-9093|15:30 - 05:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 국민지원금
보바베어|바(BAR)|14250.0|3.4|8|Hookah|하우스와인|팝콘|나초| 서울 강남구 가로수길 78 2층 (지번) 신사동 547-2 |0507-1434-8585|15:00 - 01:00|단체석, 예약, 무선 인터넷, 남/녀 화장실 구분
보울룸|다이어트,샐러드|5375.0|3.9|262|보울룸 시그니쳐|쉬림프타코|피쉬타코|또띠아 칩| 서울 강남구 압구정로42길 36 금광아크존1 1층 103호 (지번) 신사동 635-14 |0507-1351-0260|11:00 - 20:30|포장, 배달, 무선 인터넷, 남/녀 화장실 구분
보타르가|이탈리아음식|38000.0|4.1|56|Bottarga Pasta|none|none|none|서울 강남구 언주로170길 16 1층|010-8558-5378|12:00 - 22:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
본태|아시아음식|45000.0|3.3|128|Seong-ge Bibim-Bap Bansang|Odor-Don Bansang|KangHan Mulhoe Soba|Seong-ge Kim Bibim-Myun| 서울 강남구 도산대로45길 14 1층 (지번) 신사동 650-16 |02-545-2018|12:00 - 22:00|매장 내 식사 · 테이크아웃
