|index|name|gubun|price|menu1|menu2|menu3|menu4|address|phone|openingHour|detailInfo
170|170|바빌리안테이블|양식|48100|립아이 스테이크|치즈 퐁듀 스테이크|이베리코 스테이크|로제 치킨 스튜|서울 강남구 압구정로46길 5-2|02-540-3305|none|매장내식사
171|171|핀치브런치바|브런치|25000|시즈널 브런치|고수타르트|얼그레이 초콜릿 밀페유|내추럴와인|서울 강남구 압구정로4길 19|0507-1390-0526|11:30 - 22:00|단체석, 예약, 반려동물 동반
172|172|더페이머스버거 신사점|햄버거|9800|페이머스버거-싱글|페이머스버거-더블|로얄그린버거|none|서울 강남구 도산대로 113 1층|02-6012-0811|11:30 - 21:30|포장, 배달
173|173|대봉집 신사본점|육류,고기요리|13500|삼겹살|수제 껍데기|대봉불고기|돼지매운탕 소|서울 강남구 압구정로2길 57 1층 대봉집|0507-1310-0155|16:00 - 24:00|단체석, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
174|174|랜디스도넛 가로수길점|도넛|2880|Classic|Deluxe|Fancy|Premium|서울 강남구 도산대로15길 16|0507-1410-3255|none|매장내식사
175|175|당옥|카페,디저트|13000|밤 몽실타래|말차딸기 몽실타래|와케이크 모음4구(예약)|카츠샌드 (예약권장)|서울 강남구 강남대로162길 22 1층|0507-1379-1276|11:30 - 21:00|포장, 국민지원금
176|176|뮤지드아트|카페,디저트|5875|앙콩트파리 브라운|앙콩트파리 화이트|에스프레소 프로폰도|자몽 크로플|서울 강남구 압구정로2길 46 강남상가 2층 209-1호|0507-1333-5548|10:30 - 21:30|포장, 배달, 무선 인터넷, 남/녀 화장실 구분
177|177|UPPERWEST|양식|27250|어퍼웨스트 콘비프 해쉬|트러플 만조 크림 페투치니|채끝스테이크와 포르치니 크림리조또|어퍼웨스트 브렉퍼스트|서울 강남구 도산대로15길 25|02-547-7792|11:30 - 22:00|발렛파킹, 포장, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
178|178|카페 아뮈제 도산|카페,디저트|8500|라비앙로즈|베르베르|두부|생토노레|서울 강남구 압구정로46길 55 1층|070-5175-0070|10:00 - 22:00|단체석, 발렛파킹, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 제로페이
179|179|우돈청|육류,고기요리|21500|제주오겹살|목항정살|생삼겹살|가브리살|서울 강남구 언주로170길 37|0507-1369-5055|16:00 - 새벽 01:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
180|180|플르서라구뜨|브런치|19750|오믈렛|오일파스타|토마토스파게티|크림스파게티|서울 강남구 압구정로46길 23 Fleurs sur la route|0507-1443-1504|none|매장내식사
181|181|리마크스|브런치|22250|Brioche French Toast|Hamburg Steak|Omurice|Monte Cristo|서울 강남구 언주로168길 6 1층|02-6925-3129|08:30 - 18:00|단체석, 주차, 발렛파킹, 무선 인터넷, 남/녀 화장실 구분
182|182|스몰디쉬빅쇼|아시아음식|9875|매콤 오이 샐러드|어향가지|목이버섯 샐러드|베이컨 숙주 볶음|서울 강남구 강남대로162길 41-20 1층|0507-1340-3996|점심 12:00 - 15:00|포장, 배달, 무선 인터넷, 남/녀 화장실 구분
183|183|시추안하우스 압구정점|중식당|41750|마라 곱창 전골|해산물 마라 샹궈|마라 소고기 전골|라즈지 (순살)|서울 강남구 논현로 854 안다즈 호텔 지하 1층|02-511-1162|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 예약, 남/녀 화장실 구분, 장애인 편의시설
184|184|에이커스|다이어트,샐러드|12250|클래식 치킨 시저|멕시칸|보그|스파이시555|서울 강남구 도산대로17길 30 에이커스|02-545-7588|11:00 - 22:00|단체석, 발렛파킹, 포장, 배달, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
185|185|잠수교집 5호점|한식|11750|생삼겹살 1인분(160g)|급랭삼겹살 1인분(160g)|시골청국장|얼큰순두부|서울 강남구 언주로153길 14|02-543-0434|11:30 - 22:00|국민지원금
186|186|청수당갤러리|카페,디저트|11775|오리지날수플레카스텔라(600g)|딸기수플레카스텔라(600g)|스톤드립계란커피|스톤드립커피(original)|서울 강남구 도산대로15길 32-4 1층|0507-1372-0620|11:30 - 22:00|국민지원금
187|187|식물학|카페|6375|오렌지 블라썸|베르가못 아이스티|메리골드|차이티 라떼|서울 강남구 강남대로154길 33 1층 카페 식물학|070-4118-4010|10:00 - 22:00|단체석, 포장, 배달, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 국민지원금
188|188|카페 마당|북카페|26875|클럽샌드위치|수제버거|크림소스와 구운 가리비 스파게티|마당 티라미수|서울 강남구 도산대로45길 7 에르메스도산파크|02-546-3643|11:00 - 19:00|단체석
189|189|파시0914|양식|22000|레지나 마르게리따|프렌치토스트|모닝 크레페|화이트무스 라구 링귀네|서울 강남구 도산대로45길 15 지하 1층|02-2056-0917|11:00 - 22:00|발렛파킹
190|190|미우|소고기구이|48750|꽃등심 1인분|채끝등심 1인분|살치살|특수부위 (안창토시살제비츄리)|서울 강남구 압구정로 113-22 지하일층 미우|02-544-7775|17:00 - 21:00|단체석, 주차, 예약, 남/녀 화장실 구분
191|191|을지다락 가로수길|이탈리아음식|15750|다락오므라이스|매콤크림파스타|가츠산도|찹목살스테이크|서울 강남구 압구정로10길 29 신성빌딩 2층|0507-1437-9034|11:30 - 21:10|단체석, 포장, 배달, 예약, 무선 인터넷, 제로페이
192|192|형훈 텐동|일식당|12350|형훈 텐동|스페셜 텐동|에비동|장어 텐동|서울 강남구 압구정로46길 75 2층|0507-1385-3404|11:30 - 21:00|포장, 무선 인터넷
193|193|심양 청담본점|양꼬치|22500|데리야끼 양꼬치|꿔바로우|오리지널 양꼬치|모듬꼬치|서울 강남구 선릉로161길 21 1층, 심양 청담본점|02-545-9211|17:30 - 새벽 02:00|발렛파킹, 예약, 국민지원금
194|194|나따오비까 신사점|카페,디저트|2800|에그타르트 클래식|호두 타르트|크림치즈 타르트|카카오초코 타르트|서울 강남구 압구정로2길 37|0507-1400-8618|10:00 - 22:30|국민지원금
195|195|스시선수|일식당|65000|점심 스시세트|점심 사시미세트|점심 지라시스시세트|점심 도미조림|서울 강남구 도산대로45길 6 호림아트센터 2빌딩|02-514-0812|10:00 - 22:00|단체석, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
196|196|딩딤1968|딤섬,중식만두|7625|하가우|시우마이|초이가우|샤오롱바오|서울 강남구 강남대로160길 27|02-517-1968|11:00 - 22:00|포장, 무선 인터넷, 지역화폐(모바일형), 제로페이, 국민지원금
197|197|크라운돼지|육류,고기요리|36000|티돈스테이크 세트(640g)|돈마호크 세트(550g)|쫄데기살(120g)|오겹살(160g)|서울 강남구 강남대로156길 17-1|0507-1489-5700|16:00 - 22:30|단체석, 주차, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
198|198|미분당 신사점|베트남음식|9625|차돌양지힘줄 쌀국수|차돌박이 쌀국수|양지 쌀국수|차돌양지 쌀국수|서울 강남구 도산대로1길 18 1층|0507-1326-3607|11:00 - 21:00|포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(모바일형), 제로페이, 국민지원금
199|199|미드타운|브런치|23000|LUNCH|DINNER|ALCOHOL|DRINKS|서울 강남구 도산대로11길 40|02-540-5240|11:30 - 새벽 01:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분
200|200|솔솥 청담점|한식|17250|스테이크솥밥|도미관자솥밥|전복솥밥|장어솥밥|서울 강남구 도산대로53길 16|02-518-6806|11:30 - 21:00|매장내식사
201|201|플디 도산점|카페,디저트|18975|미니케이크|Ttalgi ttalgi|Remington|Cookie plate(쿠키플레이트)|서울 강남구 압구정로42길 24-5 로비스빌딩 4층|0507-1326-6341|12:00 - 22:00|단체석, 포장, 제로페이, 국민지원금
202|202|양철지붕|요리주점|18750|닭떡볶이|치즈해물떡볶이|치즈통감자|닭똥집통마늘구이|서울 강남구 도산대로17길 4|0507-1404-2833|17:00 - 새벽 04:00|국민지원금
203|203|고반식당 가로수길점|돼지고기구이|27750|숙성 생삼겹살 160g|돈치맛살 130g|고반 한마리세트 670g|숙성 생목살 160g|서울 강남구 강남대로156길 34|0507-1405-5888|14:00 - 23:00|단체석, 발렛파킹, 예약, 무선 인터넷, 국민지원금
204|204|디저트로이|카페,디저트|3500|벨기에 와플|none|none|none|서울 강남구 압구정로42길 30 101,102호|0507-1428-8620|09:00 - 22:00|포장, 무선 인터넷
205|205|스시 이토|초밥,롤|150000|런치 오마카세 1인|디너 오마카세 1인|none|none|서울 강남구 선릉로153길 22 JLJ빌딩 4층|02-543-2425|none|매장내식사
206|206|카페 노티드 신사 옐로우바스켓 팝업|카페|4000|아메리카노|none|none|none|서울 강남구 압구정로10길 30-1 지하1층|0507-1448-9377|12:00 - 21:00|발렛파킹, 포장, 무선 인터넷
207|207|소각|중식당|18500|SOGAK마라탕|SOGAK마라샹궈(소)|가지탕수|꿔빠로우 소|서울 강남구 강남대로160길 17 1층|02-512-9929|none|매장내식사
208|208|Poke all day 포케&샐러드 신사점|다이어트,샐러드|10050|현미밥 포케|메밀면 포케|단호박 크림 스프|야채만 포케|서울 강남구 도산대로17길 11 지상 1층|0507-1334-0708|10:30 - 20:30|단체석, 주차, 발렛파킹, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
209|209|쉐이크쉑 청담점|햄버거|6725|쉑버거|프라이|쉐이크|스모크쉑|서울 강남구 도산대로 327 (신사동) 1층|02-510-5217|10:30 - 23:00|전지적참견시점 162회, 21.07.17.
210|210|볼피노|이탈리아음식|27250|트러플 아란치니|고등어 파스타|새우소시지 오징어먹물 펜네 파스타|우니파스타|서울 강남구 도산대로45길 10-7 신사동 K빌딩|010-2249-1571|12:00 - 22:30|매장내식사
211|211|씨네드쉐프 압구정|양식|74500|LUNCH 4courses|DINNER 8 Courses|LUNCH 3courses|LUNCH 2courses|서울 강남구 압구정로30길 45 CGV신관 지하5층|0507-1337-0541|11:30 - 21:00|단체석, 발렛파킹, 예약
212|212|닭으로가 압구정본점|닭갈비|15750|닭갈비|고추장닭갈비|불고기양념닭갈비|쟁반막국수|서울 강남구 언주로172길 55|050-4458-4404|none|매장내식사
213|213|식물성 도산|카페,디저트|6500|식물성 화이트|식물성 블랙|아메리카노|아인슈페너|서울 강남구 압구정로42길 54 1층|0507-1432-1178|11:00 - 22:00|발렛파킹, 포장, 무선 인터넷
214|214|소적두 압구정점|카페|4650|소적두팥빙수|가마솥단팥죽|도라지찹쌀떡|쑥찹쌀떡|서울 강남구 압구정로46길 5-2 원일빌딩 1층|0507-1309-4433|10:30 - 22:30|단체석, 주차, 포장, 배달, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
215|215|스시사카우|초밥,롤|79500|런치 스시오마카세|디너 스시오마카세|none|none|서울 강남구 언주로153길 10-6 지하 1층|0507-1330-2554|12:00 - 21:00|예약, 무선 인터넷, 남/녀 화장실 구분
216|216|서울러|와인|22000|고수 크림 스파게티니|감바스 알 아히요|Wine|화이트 라구 소스 파스타|서울 강남구 강남대로152길 69|0507-1333-6199|18:00 - 새벽 01:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
217|217|뻐꾸기 본점|포장마차|17500|통마늘 닭똥집|낙지 떡볶이|양곱창볶음|먹태구이|서울 강남구 도산대로17길 4|02-512-6798|17:00 - 새벽 04:30|주차, 국민지원금
218|218|더 키친 일뽀르노 청담점|이탈리아음식|19800|디오씨 클라시카|마르게리타 피자|디아볼라 피자|삐끼 피자|서울 강남구 언주로164길 29|02-3447-0071|21:00 라스트오더|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분
219|219|사이|이자카야|38750|사시미모리와세|트러플가리비관자우니|우니이꾸라참치폭탄마끼|눈꽃크림새우|서울 강남구 압구정로2길 35|0507-1331-4242|17:00 - 24:00|주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 국민지원금
220|220|더페이머스버거 압구정점|햄버거|9575|램버거|페이머스버거-싱글|페이머스버거-더블|오리지널치즈버거-싱글|서울 강남구 압구정로48길 35|070-7705-9200|11:30 - 21:00|포장, 배달, 남/녀 화장실 구분, 제로페이
221|221|홍미닭발 신사본점|닭발|17250|통닭발|무뼈닭발|국물닭발|오돌뼈|서울 강남구 도산대로1길 6 1층 홍미닭발|02-545-2119|12:00 - 새벽 03:30|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(카드형), 지역화폐(모바일형)
222|222|르알래스카 가로수길 본점|베이커리|7000|알래스카 아이스 아메리카노|알래스카 자몽 주스|고메이 샌드위치|바게트|서울 강남구 압구정로14길 15|02-546-5872|09:00 - 21:30|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 제로페이
223|223|오르비에토|양식|15250|토마토 모짜렐라 샐러드|엔초비 갈릭 오일 파스타|봉골레 파스타|새우 관자 오일 파스타|서울 강남구 도산대로19길 20 103호|02-511-7372|none|정보 수정 제안하기
224|224|한일관 압구정점|한정식|31250|새 상차림|불고기 상차림|불고기1939|전통 갈비탕|서울 강남구 압구정로38길 14|1577-9963|none|매장내식사
225|225|우텐더|소고기구이|66000|한우1++ 특안심 150g|우텐더카츠샌드|한우1++ 안심 150g|한우1++ 채끝 150g|서울 강남구 압구정로42길 25-10 1층 2층|0507-1419-8588|none|매장내식사
226|226|카페그라쎄|이탈리아음식|23000|아보카도 에그 베네딕트|봉골레 파스타|아보카도 타르틴|문어샐러드|서울 강남구 도산대로17길 19 온암빌딩 1층|02-542-3446|11:00 - 22:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
227|227|윌비 가로수길점|카페,디저트|4550|윌비 커피|허니호두크림치즈 스콘|클로티드크림 라즈베리 스콘|블루베리 바스크 스콘|서울 강남구 강남대로158길 26 M스페이스빌딩 1층 101호|0507-1492-0225|08:00 - 22:00|포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 국민지원금
228|228|바랗|해물,생선요리|28750|바다물곰탕|명품모둠물회|게살비빔밥|성게비빔밥|서울 강남구 도산대로 309 삼공빌딩|0507-1442-8892|none|매장내식사
229|229|모던오뎅|일식당|10500|아보카도 스미소|토마토 네기소스|방방지|다시마키|서울 강남구 도산대로17길 10 1층 모던오뎅|02-543-0809|18:00 - 24:00|예약, 무선 인터넷
230|230|Ginos NY Pizza 압구정점|피자|15000|반반 피자|지노스 윙|라자냐|Appetizers|서울 강남구 선릉로155길 15 1층 지노스피자|0507-1422-2234|11:30 - 22:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
231|231|구들|요리주점|32250|구들주안상|삼합육회|가리비관자전|전복전|서울 강남구 선릉로155길 26 3층|0507-1485-1592|17:30 - 23:00|주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
232|232|온천집 스키야키|아시아음식|48000|온천집 스키야키 코스(한우2+)|온천집 스키야키 코스(프라임)|된장 샤브샤브(프라임)|커리 샤브샤브(프라임)|서울 강남구 압구정로42길 43 온천집 스키야키|0507-1353-7834|none|매장내식사
233|233|스페인클럽 가로수본점|스페인음식|24750|Paella De Mariscos 빠에야|Jamon Iberico Bellota De Jabugo|Calamares Fritos Con Tinta 오징어튀김|Gambas Al Ajillo 마늘새우냄비요리|서울 강남구 압구정로10길 26|0507-1496-1191|12:00 - 23:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 반려동물 동반, 남/녀 화장실 구분, 제로페이, 국민지원금
234|234|맥파이앤타이거 신사티룸|차|15000|Single Origin Tea|계절의 플레이트|Tea Variation|none|서울 강남구 논현로153길 44 클레어스서울 2F 맥파이앤타이거 신사티룸|0507-1352-4023|13:00 - 20:30|포장, 예약, 무선 인터넷, 남/녀 화장실 구분
235|235|트라가 가로수길점|스페인음식|65500|트라가세트(2인)|트라가프리미엄세트(3~4인)|트라가 빠에야|치킨 빠에야|서울 강남구 압구정로2길 18|0507-1352-3523|none|매장내식사
236|236|678치킨앤버거 압구정점|햄버거|7900|고추레전드버거|none|none|none|서울 강남구 선릉로 815 1층 2호|0507-1368-6780|10:30 - 24:00|주차, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
237|237|장 스테이크|스테이크,립|47667|런치 스테이크 코스|한우 테이스팅 코스|와인 콜키지 (1glass)|none|서울 강남구 압구정로 314 5층|0507-1401-9621|12:00 - 22:00|단체석, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
238|238|꿍탈레|태국음식|12000|똠양쌀국수|팟타이 |팟끄라파오무쌉|소고기쌀국수|서울 강남구 압구정로10길 14 2층|0507-1341-5358|none|매장내식사
239|239|베이커리 앤 커피 by 쿤달 압구정로데오 플래그쉽스토어|베이커리|4900|아메리카노|none|none|none|서울 강남구 도산대로53길 39 1층|070-4647-0450|10:30 - 22:00|단체석, 발렛파킹, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
240|240|메종 사우스케이프|브런치|25750|남해 전복 해초 물회|남해 전복 리조또|남해 유자에이드|남해 제철 샐러드|서울 강남구 도산대로45길 17 메종 사우스케이프 2층|02-6205-6701|none|매장내식사
241|241|고급오복수산|일식당|48500|모듬 사시미 中|우니 도로 이쿠라 관자 에비|카이센동|우니 이쿠라 카니 카이센동|서울 강남구 논현로 854 안다즈호텔 지하1층|0507-1399-9955|none|매장내식사
242|242|휴고 도산|양식|21750|부라타 샐러드|휴고’s 오픈 샌드위치|한치&케이퍼 오일 파스타|트러플 포르치니 파스타|서울 강남구 도산대로49길 31 106호|0507-1329-7166|12:00 - 23:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 국민지원금
243|243|목탄장 도산점|요리주점|80000|마구로타르타르 시그니쳐솥밥|none|none|none|서울 강남구 선릉로157길 23-4 1층|070-4647-2889|16:00 - 새벽 01:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
244|244|안주집|요리주점|16500|속을 가득 채운 돌돌 김치전 롤|안주집파스타|수제김말이가 올라간 매콤한 해물떡볶이|먹태와 땅콩|서울 강남구 도산대로11길 34 지하1층|0507-1339-5357|16:00 - 새벽 02:00|단체석, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
245|245|송쉐프|중식당|31750|난자완스|게살볶음|옛날볶음밥+프라이|옛날짬뽕(밥)|서울 강남구 도산대로1길 40|02-546-1178|none|매장내식사
246|246|골뱅이신사|해물,생선요리|46500|생골뱅이탕|피문어통숙회(大)|꼬막한판|골뱅이한판|서울 강남구 강남대로156길 32|02-549-5677|16:30 - 새벽 04:30|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷
247|247|도레도레 신사점|케이크전문|40625|아메리카노|소중해케이크(홀)|진득해케이크(홀)|콩고물고물해(조각)|서울 강남구 도산대로15길 40|02-540-4553|11:00 - 23:00|발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
248|248|신사시장 떡볶이집|떡볶이|4125|라면|잔치국수|떡볶이|순대|서울 강남구 압구정로29길 72-1 신사상가|none|10:00 - 17:00|매장내식사
249|249|마담타이 신사점|아시아음식|13950|마담 팟타이|마담 팟씨유|마담삼겹 공심채볶음|팟 끄라파우 무쌉(돼지고기바질볶음)|서울 강남구 논현로151길 55 호경빌딩 2F|02-549-7727|11:30 - 21:30|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분
250|250|쇼토|베이커리|6000|초코바나나 쇼토|레몬로브|딸기 쇼토|샤인머스켓 쇼토|서울 강남구 압구정로18길 14-6 1층|0507-1324-3625|12:00 - 21:00|주차, 포장, 무선 인터넷
251|251|지구당 신사점|덮밥|6725|규동|텐동|카레라이스|카츠카레|서울 강남구 압구정로14길 32|02-542-3817|11:30 - 20:30|포장, 무선 인터넷, 국민지원금
252|252|카페드로우지|브런치|19500|파리브런치&카페|트러플 뇨끼|폴드포크 샌드위치|바질 카펠리니|서울 강남구 언주로170길 37 4층, 5층 루프탑|0507-1368-0898|10:00 - 21:00|https://instagram.com/cafedrowsy
253|253|스미비부타동 압구정점|덮밥|12000|스미비부타동|none|none|none|서울 강남구 논현로159길 10 104호|0507-1403-5011|11:30 - 21:00|발렛파킹, 포장, 배달, 남/녀 화장실 구분
254|254|ebt|양식|25000|트러플 감자 테린|자연산 홍새우&매콤한 오일소스|이베리코 뼈등심 스테이크|고수 오일 관자 세비체|서울 강남구 논현로157길 55|0507-1305-4100|none|매장내식사
255|255|변두리비스트로|와인|21000|봉골레술찜|#NAME?|문어숙회&로메스코소스|모찌리도후|서울 강남구 도산대로1길 36|0507-1409-5969|17:00 - 24:00|주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
256|256|스구식탁 가로수길점|샤브샤브|14767|소고기 야채 샤브샤브 + 사이드 택1|소고기 상추쌈 샤브샤브|소고기 새우 샤브샤브|none|서울 강남구 도산대로11길 28 1층 101호|0507-1325-4478|11:30 - 22:00|포장, 무선 인터넷, 국민지원금
257|257|소나|카페|23000|로제 썸머 프루츠 케이크|레몬 Lemon|3코스 디저트와 음료세트|쁘띠푸와 음료 세트|서울 강남구 강남대로162길 40 2층 SONA|0507-1345-3246|12:30 - 22:00|발렛파킹, 무선 인터넷, 제로페이
258|258|호화반점|중식당|26000|탕수육|찹쌀탕수육|깐풍중새우 중|크림중새우 소|서울 강남구 선릉로161길 5 1-2층|02-543-8543|12:00 - 21:00|매장내식사
259|259|마치래빗 샐러드 신사동가로수길본점|다이어트,샐러드|14000|마치래빗|스도|콥|해피비건|서울 강남구 논현로153길 45|0507-1411-4514|11:00 - 21:00|단체석, 주차, 포장, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
260|260|봄의정원 가로수길점|양식|16000|음식|볼로네제 라구 파스타|와인|치킨 찹 스테이크|서울 강남구 압구정로2길 58 지하 1층|0507-1371-7337|11:00 - 22:00|단체석, 예약
261|261|금별맥주 강남신사점|맥주,호프|13900|사모님!감바스 (feat.명란파스타면)|새콤달콤 사과골뱅이(feat.쇼좌빙)|칼칼 스키야키 나베|치즈 듬뿍 멘보샤|서울 강남구 압구정로2길 49 1층|02-512-8988|11:00 - 새벽 02:00|단체석, 포장, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
262|262|우모크|한식|137500|디너한우오마카세(카운터)|디너한우오마카세(ROOM)|none|none|서울 강남구 언주로170길 22 지하 2층|010-9632-0070|17:00 - 21:20|매장내식사
263|263|매덕스피자 신사점|피자|30750|맥앤치즈피자(조각)|맥앤치즈피자(한판)|마르게리타피자(조각)|마르게리타피자(한판)|서울 강남구 도산대로15길 11 1층|02-542-2420|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 배달, 무선 인터넷
264|264|두레국수 본점|국수|12250|두레국수|비빔국수|비빔밥|곱창전골|서울 강남구 도산대로37길 28|02-3444-1421|10:30 - 21:00|주차
265|265|0000 seoul|양식|98000|Omakase|none|none|none|서울 강남구 강남대로156길 8 2층|0507-1422-7898|10:00 - 22:00|매장내식사
266|266|샤오당쟈마라탕 신사본점|중식당|14650|마라탕(탕요리)(대)|마라탕(탕요리)(소)|꿔바로우(대)|꿔바로우(소)|서울 강남구 강남대로152길 30 2층|0507-1427-6010|11:00 - 21:20|단체석, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
267|267|잇샐러드 압구정점|다이어트,샐러드|14150|energizer|stress release|refresh|rice salad|서울 강남구 논현로151길 19|0507-1471-0185|11:00 - 21:00|포장, 배달, 무선 인터넷
268|268|추풍령칼삼겹살 압구정점|돼지고기구이|9000|칼생삼겹살|김치찌개|꽃게새우된장찌개|물냉면|서울 강남구 도산대로51길 41 1층|0507-1307-0090|17:00 - 23:00|발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
269|269|미아전|전,빈대떡|23500|오징어부추전|육전|none|none|서울 강남구 언주로164길 34-1 1층|0507-1306-1641|17:00 - 24:00|단체석, 발렛파킹, 예약
270|270|블루보틀 압구정 카페|블루보틀|6000|지브랄타|블렌드 (드립)|싱글 오리진 (드립)|뉴 올리언스|서울 강남구 논현로 854 101호, 201호|0507-1385-6998|08:00 - 20:00|https://www.bluebottlecoffeekorea.com/
271|271|퀸즈블러바드 압구정점|멕시코,남미음식|20620|Queens Set|캘리포니아부리또|까르네아사다 프렌치프라이|새우타코|서울 강남구 압구정로42길 24-5 1층|0507-1489-1611|11:00 - 21:30|포장, 배달, 무선 인터넷, 제로페이, 국민지원금
272|272|카페 키츠네 서울|카페,디저트|5375|에스프레소 더블 샷|아메리카노|카푸치노|플랫 화이트|서울 강남구 가로수길 23 1층|02-540-5559|11:00 - 21:00|매장내식사
273|273|마제스티 타바론 티 라운지|양식|12000|크림슨샐러드|아쌈 시저 샐러드|세러니티 룰라드|레몬그라스 부아베스|서울 강남구 도산대로 327 16층|02-510-5800|11:30 - 22:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
274|274|도슬박|한식|25000|바다 담다|장어와 계란|항정 강정|두부떡갈비|서울 강남구 압구정로42길 25-3 1층|0507-1498-1171|11:30 - 22:00|포장, 남/녀 화장실 구분
275|275|하이볼가든|바(BAR)|12750|오늘의 하이볼|시그니처하이볼|레어치즈케이크|블루치즈 딥&크래커|서울 강남구 논현로161길 39|0507-1331-4636|15:30 - 새벽 01:00|단체석, 주차, 예약, 무선 인터넷
276|276|세컨디포레스트 가로수길점|스파게티,파스타전문|14750|들깨크림파스타|오이스터치킨쉬림프리조또|청양크림파스타|상하이파스타|서울 강남구 강남대로162길 32 나라빌딩 1동 1층|0507-1377-0978|11:30 - 20:30|발렛파킹, 포장, 배달, 무선 인터넷, 제로페이, 국민지원금
277|277|37.5 시그니처 가로수길|브런치|25950|명란오일파스타|채끝등심 스테이크|안심 스테이크|정통 미국식 브런치|서울 강남구 가로수길 31-3 3,4층|02-511-3705|10:30 - 22:00|발렛파킹, 포장, 제로페이
278|278|카페캠프통|카페,디저트|10000|아메리카노|에스프레소|라떼|바닐라라떼|서울 강남구 압구정로42길 27 카페캠프통|0507-1496-0369|11:00 - 20:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
279|279|세인트그릴|햄버거|12075|치즈버거|치즈 버거 세트|슈프림 올스타 세트|슈프림 올스타|서울 강남구 논현로175길 63|0507-1348-5508|none|매장내식사
280|280|있을 재|양식|68500|주말런치코스|주말디너코스|바삭한 감자 뇨끼|따야린|서울 강남구 언주로168길 19 1층|02-547-0606|12:00 - 22:30|발렛파킹, 포장, 배달, 예약, 남/녀 화장실 구분
281|281|배스킨라빈스 BROWN청담점|아이스크림|19725|하프갤론|쿼터|파인트|패밀리|서울 강남구 도산대로 327|0507-1443-1205|09:00 - 23:00|주차
282|282|포티데이즈|양식|8500|40버거|치즈버거|페퍼버거|갈릭버거|서울 강남구 강남대로158길 16 1층|0507-1323-1501|11:00 - 22:00|단체석, 주차, 포장, 배달, 예약, 무선 인터넷, 제로페이, 국민지원금
283|283|압구정면옥|한식|25750|평양냉면|압구정 손만두 한접시(6pcs)|한우 어복쟁반|평양냉면 프리미엄|서울 강남구 압구정로30길 16|02-516-3016|11:00 - 21:30|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
